,age,income,net_worth,risk_tolerance,time_horizon,has_dependents,is_retired,tax_bracket,pref_equity,pref_bonds,pref_alts,pref_cash,segment,pca_1,pca_2,segment_name
191,41,52532,534975,3,1,1,0,0.24,81.0,-1.0,20.0,0.0,1,0.16270162182814565,-1.327227107366256,Mid-Career Balanced Families
192,51,50653,105725,4,38,0,0,0.37,95.0,-9.3,14.3,0.0,2,0.3394967353231639,-0.1933432810450548,Pre-Retiree Conservatives
193,32,162935,681277,4,14,1,0,0.24,93.4,-11.3,17.9,0.0,1,0.22053160171949224,-0.30083911587826145,Mid-Career Balanced Families
194,49,75630,137538,5,26,0,0,0.32,95.0,-15.0,20.0,0.0,2,0.34554940564852854,-0.215746633286444,Pre-Retiree Conservatives
195,46,48614,86665,1,7,0,0,0.32,60.3,32.3,7.4,0.0,4,-1.5894731167602274,-0.6829860297508297,Retired Income Seekers
196,60,56213,729667,1,12,1,0,0.12,49.0,39.4,4.4,7.2,1,-0.46653579960953184,0.11090637911560113,Mid-Career Balanced Families
197,54,122561,53076,3,24,0,0,0.22,85.4,5.0,9.6,0.0,2,-0.7501668654356175,0.9686477783416495,Pre-Retiree Conservatives
198,22,52616,68194,1,19,1,0,0.12,78.9,7.5,2.4,11.2,1,-0.7354765630795863,-0.3776041454283112,Mid-Career Balanced Families
199,48,36726,55567,5,9,0,0,0.37,94.8,-14.8,20.0,0.0,4,0.2937738278246113,-1.2625930129727934,Retired Income Seekers
200,73,49365,41311,2,35,0,0,0.22,63.3,28.7,8.0,0.0,2,-0.4198693218443046,1.1425354382656718,Pre-Retiree Conservatives
201,34,115668,195563,3,4,0,0,0.24,82.5,0.7,16.8,0.0,4,-1.3994614408563124,-0.3000168808167361,Retired Income Seekers
202,62,84737,87946,1,32,0,0,0.24,62.1,23.1,14.8,0.0,2,-1.173831806238699,1.102668808451576,Pre-Retiree Conservatives
203,24,61758,292533,3,6,0,0,0.37,95.0,-5.5,10.5,0.0,4,-1.1549841093323252,-1.63453794556698,Retired Income Seekers
204,60,68464,20301,3,28,1,0,0.32,71.0,15.3,11.4,2.3,1,1.1758098114266644,-0.07989340724266197,Mid-Career Balanced Families
205,27,40464,42316,1,28,1,0,0.24,79.0,8.5,12.5,0.0,1,-0.24980450506233257,-0.6452723637794775,Mid-Career Balanced Families
206,29,52273,173146,3,29,1,0,0.12,95.0,-8.4,13.4,0.0,1,0.35133192820924664,-0.1615598629697889,Mid-Career Balanced Families
207,48,37634,949429,3,5,0,1,0.32,54.1,30.1,15.8,0.0,3,-0.08828285214774083,-0.17174552376038027,High-Net-Worth Diversifiers
208,30,48710,256325,5,5,1,0,0.24,95.0,-10.7,15.7,0.0,1,0.9970854420779159,-1.5821003353191507,Mid-Career Balanced Families
209,58,153633,80236,2,37,1,0,0.32,80.4,10.1,5.6,3.9,1,0.5574957020485007,0.9923165254440721,Mid-Career Balanced Families
210,54,28155,27243,3,28,0,0,0.22,79.3,10.8,9.9,0.0,2,-0.3481502238235059,0.1889011399003292,Pre-Retiree Conservatives
211,72,36971,74800,5,9,0,0,0.24,79.5,0.5,20.0,0.0,4,0.45781923671934516,-0.08884604389199262,Retired Income Seekers
212,63,24884,154665,4,29,0,0,0.24,81.5,-1.5,20.0,0.0,2,0.23800554742753954,0.17172855823345637,Pre-Retiree Conservatives
213,65,21383,9612,5,14,0,0,0.32,86.3,3.1,10.6,0.0,4,0.6382839580900048,-0.602605872571867,Retired Income Seekers
214,45,52536,37947,5,38,1,0,0.22,95.0,-9.4,14.4,0.0,1,1.8170010136646861,-0.07698574269823223,Mid-Career Balanced Families
215,36,38858,67166,3,34,1,1,0.12,89.5,-0.1,10.6,0.0,3,1.5449188044854851,1.271267776738124,High-Net-Worth Diversifiers
216,53,205496,119504,4,37,1,0,0.22,95.0,-15.0,20.0,0.0,1,0.9538096772534376,1.6088783643164535,Mid-Career Balanced Families
217,53,49119,152481,2,14,0,1,0.12,55.3,36.7,8.0,0.0,3,-0.3878646469758939,1.6594305363725745,High-Net-Worth Diversifiers
218,45,147646,78194,3,18,0,0,0.37,87.3,3.3,9.4,0.0,4,-0.837665467910094,0.13819053801752065,Retired Income Seekers
219,62,117901,298656,4,33,0,1,0.22,77.2,8.1,14.3,0.4,3,0.7977046540306492,2.3667851684872194,High-Net-Worth Diversifiers
220,73,51726,189027,3,34,1,1,0.12,62.1,23.5,14.4,0.0,3,2.063592489884933,2.263810216668094,High-Net-Worth Diversifiers
221,70,262260,104393,4,28,0,1,0.32,67.4,18.1,9.6,4.9,3,0.5806263571596723,3.451826396152355,High-Net-Worth Diversifiers
222,70,72256,352402,4,36,1,0,0.12,77.5,5.5,17.0,0.0,1,1.4279387021423149,1.0735457494238327,Mid-Career Balanced Families
223,73,172664,319441,2,37,0,1,0.37,56.3,34.9,8.8,0.0,3,0.261355036044062,2.77700489281287,High-Net-Worth Diversifiers
224,33,159152,28436,4,23,1,1,0.12,92.5,-3.4,10.9,0.0,3,1.3298949829448536,1.9706543356805684,High-Net-Worth Diversifiers
225,60,80037,156618,3,17,1,0,0.22,72.1,17.2,7.9,2.8,1,0.7372849014147381,0.11249639467063005,Mid-Career Balanced Families
226,23,101294,473692,2,11,1,0,0.12,80.6,9.6,9.4,0.4,1,-0.7370444662648472,-0.38456039393838515,Mid-Career Balanced Families
227,24,92674,578959,4,32,0,0,0.22,95.0,-15.0,20.0,0.0,2,-0.7606357138141819,-0.18161811832927732,Pre-Retiree Conservatives
228,70,26876,254000,3,37,0,0,0.37,85.7,0.7,13.6,0.0,2,0.2453206631855836,0.04997144082016356,Pre-Retiree Conservatives
229,58,62324,123014,4,15,0,0,0.12,90.8,-10.8,20.0,0.0,4,-0.3989415381094389,0.5704641331747218,Retired Income Seekers
230,70,127003,269839,3,4,1,0,0.12,52.3,34.1,13.6,0.0,1,0.31408784637388265,0.8488937072386183,Mid-Career Balanced Families
231,38,174264,429049,3,39,0,0,0.37,95.0,-14.4,19.4,0.0,2,-0.8132690153402958,0.6300432825740311,Pre-Retiree Conservatives
232,70,36154,187025,4,30,0,0,0.12,81.6,9.5,8.9,0.0,2,0.11541107020048859,1.0020118422167505,Pre-Retiree Conservatives
233,23,86697,214127,3,10,0,0,0.22,95.0,-3.3,8.3,0.0,4,-1.4192730119500898,-0.6069874433537532,Retired Income Seekers
234,23,66543,120600,3,23,0,0,0.24,95.0,-4.3,9.3,0.0,2,-1.0679608717656548,-0.48956022404666694,Pre-Retiree Conservatives
235,49,55132,32723,2,24,1,0,0.24,78.7,5.4,15.9,0.0,1,0.41567416241928096,-0.15034730044246988,Mid-Career Balanced Families
236,44,76818,132027,4,36,1,0,0.22,93.0,-5.8,12.8,0.0,1,1.2314499561573617,0.12220397195526717,Mid-Career Balanced Families
237,58,69744,72219,1,5,0,0,0.12,53.7,34.7,9.0,2.6,4,-1.8343889761514696,0.6627439109917153,Retired Income Seekers
238,53,87464,72496,4,37,1,0,0.22,93.2,-13.2,20.0,0.0,1,1.3782604770502043,0.5038897511320883,Mid-Career Balanced Families
239,54,164259,909455,3,19,1,0,0.37,83.7,3.4,12.9,0.0,1,0.38186011874045367,-0.19515422579943484,Mid-Career Balanced Families
240,22,103661,509848,3,37,0,0,0.22,95.0,-9.8,14.8,0.0,2,-1.1451535854427866,0.13253408939221398,Pre-Retiree Conservatives
241,40,74415,21328,5,8,1,0,0.24,94.6,-14.0,19.4,0.0,1,1.200457033764296,-0.8959461096334892,Mid-Career Balanced Families
242,23,220849,44273,2,7,1,0,0.32,75.0,13.7,11.3,0.0,1,-0.733374380514912,-0.04652931297703982,Mid-Career Balanced Families
243,74,130216,105211,3,13,0,0,0.37,65.4,20.7,13.9,0.0,4,-0.3959172107495443,0.548217362943135,Retired Income Seekers
244,65,56124,75451,4,37,1,0,0.12,75.8,13.0,11.2,0.0,1,1.512057345326975,0.9495776549247155,Mid-Career Balanced Families
245,47,25540,238208,4,27,0,1,0.22,82.9,5.0,11.0,1.1,3,0.7931003961840101,0.9734287145594257,High-Net-Worth Diversifiers
246,53,29986,36596,3,18,0,0,0.37,74.3,12.5,13.2,0.0,4,-0.28567056043872646,-0.7655414835739478,Retired Income Seekers
247,27,115066,514133,3,24,1,0,0.24,92.8,-6.2,13.4,0.0,1,0.10691250163447825,-0.4414837289232714,Mid-Career Balanced Families
248,53,38514,154383,4,2,1,1,0.12,66.7,13.3,20.0,0.0,3,1.6826585774784426,0.6866828734755879,High-Net-Worth Diversifiers
249,25,29565,108162,4,16,1,1,0.22,83.8,2.9,13.3,0.0,3,1.6743217666716428,-0.1408150806150522,High-Net-Worth Diversifiers
250,32,35218,159982,4,14,0,1,0.22,79.9,0.1,20.0,0.0,3,0.3248801438382698,0.37068345835136324,High-Net-Worth Diversifiers
251,38,37005,98616,3,17,1,0,0.12,77.3,3.8,18.9,0.0,1,0.3768131195489903,-0.37615563905111493,Mid-Career Balanced Families
252,59,108602,14231,5,6,0,0,0.32,87.2,-1.0,13.8,0.0,4,0.1038137145543463,-0.1413157100898736,Retired Income Seekers
253,45,53652,165100,3,35,0,1,0.32,84.1,6.9,7.9,1.1,3,0.5701971891529576,1.0891033802813677,High-Net-Worth Diversifiers
254,26,22910,110758,1,17,0,1,0.37,70.0,18.2,11.8,0.0,3,-0.670170042215284,-0.189245514269387,High-Net-Worth Diversifiers
255,73,61189,51774,3,38,0,0,0.22,80.6,2.4,17.0,0.0,2,0.005755926973976645,1.242111220313799,Pre-Retiree Conservatives
256,55,69953,607383,2,6,0,0,0.37,75.4,13.8,10.8,0.0,4,-1.2033601032726824,-0.8352103034407131,Retired Income Seekers
257,27,42807,363424,2,38,1,0,0.12,95.0,-6.2,11.2,0.0,1,0.01671925855115723,-0.05282467294102179,Mid-Career Balanced Families
258,43,134473,3037751,2,21,1,0,0.37,72.9,10.5,16.6,0.0,0,-0.7986927295319416,-1.5913390049232325,Young Aggressive Accumulators
259,32,44593,443207,1,35,1,0,0.22,83.6,5.0,7.8,3.6,1,-0.23508306841994842,-0.38490105489701854,Mid-Career Balanced Families
260,69,130071,75197,4,23,1,0,0.32,79.8,1.5,18.7,0.0,1,1.428127569907157,0.48063611492118113,Mid-Career Balanced Families
261,37,90921,54888,1,12,0,0,0.32,68.5,16.6,4.9,10.0,4,-1.7891024432058489,-0.3528489797401359,Retired Income Seekers
262,54,114533,89934,2,29,1,0,0.12,66.7,20.4,4.3,8.6,1,0.15190988317652027,1.1873444358599605,Mid-Career Balanced Families
263,30,27750,73133,1,27,1,0,0.24,76.6,17.6,5.8,0.0,1,-0.18379983222580712,-0.7331483747207838,Mid-Career Balanced Families
264,27,64139,185449,1,6,0,0,0.37,77.8,16.3,4.5,1.4,4,-1.9185852230227523,-1.3061705137543351,Retired Income Seekers
265,37,57700,25679,2,21,1,0,0.12,85.7,-0.9,15.2,0.0,1,-0.040314496171768646,0.030082556028538467,Mid-Career Balanced Families
266,50,22127,353890,3,7,0,0,0.32,73.9,6.2,19.9,0.0,4,-0.6820503781295383,-1.1401637700547005,Retired Income Seekers
267,24,129773,181577,5,16,0,0,0.22,95.0,-11.8,16.8,0.0,4,-0.6009315052614292,-0.17268876661534543,Retired Income Seekers
268,41,33786,308339,4,5,0,0,0.22,88.2,-3.6,15.4,0.0,4,-0.6367666359666841,-0.9325031619953035,Retired Income Seekers
269,57,39077,41234,4,15,1,0,0.24,70.7,13.0,16.3,0.0,1,1.2898700839168602,-0.5348353962994506,Mid-Career Balanced Families
270,40,29456,218824,2,21,1,0,0.24,84.1,4.1,11.8,0.0,1,0.245007638515431,-0.788640879031703,Mid-Career Balanced Families
271,47,97814,773756,2,4,0,0,0.32,67.1,16.7,16.2,0.0,4,-1.6046070384399198,-0.678013915343497,Retired Income Seekers
272,24,20575,57953,1,5,1,0,0.24,72.5,10.6,16.9,0.0,1,-0.6175349315548365,-1.5469743220259098,Mid-Career Balanced Families
273,40,92273,56082,4,7,1,0,0.24,91.9,-11.9,20.0,0.0,1,0.6900871921980397,-0.6783087446096688,Mid-Career Balanced Families
274,41,124387,382448,1,35,1,0,0.22,82.3,6.0,9.5,2.2,1,-0.3438638824557073,0.630032292698033,Mid-Career Balanced Families
275,53,87205,50875,3,36,0,0,0.37,95.0,-9.6,14.6,0.0,2,-0.18935991228678023,0.26675574820429604,Pre-Retiree Conservatives
276,28,98601,123014,2,15,0,1,0.22,73.3,15.1,11.6,0.0,3,-0.7712259834924559,1.1011935279162128,High-Net-Worth Diversifiers
277,73,101893,956349,2,28,1,0,0.22,57.6,37.3,5.1,0.0,1,0.367129848578208,0.6691618637835722,Mid-Career Balanced Families
278,62,30804,57045,5,2,0,0,0.32,91.8,-11.8,20.0,0.0,4,0.34122196699029594,-0.9381036240700689,Retired Income Seekers
279,54,163458,1038544,4,5,0,0,0.32,87.7,-7.7,20.0,0.0,4,-0.9496921114891663,-0.1521816700388085,Retired Income Seekers
280,61,43388,108777,4,7,0,0,0.37,74.0,17.5,8.5,0.0,4,0.01163635940477885,-0.8623866874139163,Retired Income Seekers
281,60,57155,42385,3,22,1,1,0.12,54.9,25.1,20.0,0.0,3,1.6824182078747714,1.7294930633181502,High-Net-Worth Diversifiers
282,39,47436,335858,4,31,1,0,0.24,95.0,-14.8,19.8,0.0,1,1.1336588155216913,-0.6034698879331594,Mid-Career Balanced Families
283,61,84463,185219,3,32,0,1,0.24,74.7,5.3,20.0,0.0,3,0.5324481349813311,2.048938862412681,High-Net-Worth Diversifiers
284,22,41083,165349,5,8,0,0,0.22,95.0,-15.0,20.0,0.0,4,-0.45407404574940086,-1.2808217863608427,Retired Income Seekers
285,32,62745,64701,2,11,1,1,0.22,56.4,30.3,10.1,3.2,3,0.7648769588212956,0.4154312417882755,High-Net-Worth Diversifiers
286,49,25216,183605,3,1,0,0,0.37,72.6,13.1,14.3,0.0,4,-0.6665981477072478,-1.444326311754763,Retired Income Seekers
287,46,135302,13613,4,19,0,1,0.24,82.8,5.0,9.5,2.7,3,0.3734098843275194,1.791598393475633,High-Net-Worth Diversifiers
288,71,95752,211613,3,38,0,0,0.22,90.4,0.2,9.4,0.0,2,-0.20041250271574107,1.448239229022176,Pre-Retiree Conservatives
289,44,48796,771968,4,37,0,0,0.22,95.0,-15.0,20.0,0.0,2,-0.2640124817662265,-0.05213751919363895,Pre-Retiree Conservatives
290,52,43113,19564,5,7,0,0,0.32,95.0,-5.6,10.6,0.0,4,0.23103219465671265,-0.916706532499862,Retired Income Seekers
291,51,94017,99894,3,39,1,0,0.12,89.9,2.9,7.2,0.0,1,0.7570247777923449,1.094980354426337,Mid-Career Balanced Families
292,63,36493,56978,3,25,1,0,0.37,79.3,0.7,20.0,0.0,1,1.3581029714104549,-0.6319880397567522,Mid-Career Balanced Families
293,56,65365,26548,3,22,0,0,0.12,83.8,6.4,6.3,3.5,2,-0.7134898233375832,0.8761326292003659,Pre-Retiree Conservatives
294,28,134993,13857,4,27,0,0,0.12,95.0,-4.8,9.8,0.0,2,-0.9042204922254359,0.8921984720061514,Pre-Retiree Conservatives
295,37,33932,39458,3,38,0,0,0.37,95.0,-1.4,6.4,0.0,2,-0.2291523890998432,-0.5821538817137641,Pre-Retiree Conservatives
296,47,77499,121679,1,39,1,0,0.24,68.7,26.9,4.4,0.0,1,0.10473154010598525,0.47322950035961153,Mid-Career Balanced Families
297,69,74682,646264,3,15,0,0,0.22,62.6,25.3,12.1,0.0,4,-0.688893336587045,0.36697320467205463,Retired Income Seekers
298,73,55930,26179,1,2,0,0,0.37,37.5,48.1,7.2,7.2,4,-1.1517330567143655,-0.2693785918280272,Retired Income Seekers
299,70,42080,231716,4,8,1,0,0.22,75.1,5.8,19.1,0.0,1,1.2773169015136197,-0.37114781683590614,Mid-Career Balanced Families
300,23,140134,211836,3,6,1,0,0.32,89.7,-3.4,13.7,0.0,1,-0.1068090012514765,-1.012254393997588,Mid-Career Balanced Families
301,22,39407,1210271,3,20,0,0,0.12,95.0,-6.1,11.1,0.0,2,-1.61096370476919,-0.8233728061161845,Pre-Retiree Conservatives
302,69,16841,322945,4,27,0,0,0.32,81.3,4.7,14.0,0.0,2,0.4096477118796619,-0.24400100109297787,Pre-Retiree Conservatives
303,33,93748,346043,1,23,1,0,0.12,68.1,16.7,15.2,0.0,1,-0.7253408575082556,0.27159988650415995,Mid-Career Balanced Families
304,26,25824,376683,2,17,1,0,0.24,77.3,14.3,8.4,0.0,1,-0.09073937724181595,-1.3559816621376182,Mid-Career Balanced Families
305,58,97179,53686,3,13,0,0,0.37,79.5,0.5,20.0,0.0,4,-0.5254967707561001,-0.1437694955522197,Retired Income Seekers
306,53,152425,81847,2,4,1,0,0.24,61.2,28.6,7.7,2.5,1,-0.2048184461721946,0.30835681457865594,Mid-Career Balanced Families
307,30,93043,621717,3,20,1,0,0.12,86.1,2.4,11.5,0.0,1,-0.07420964651346636,-0.20066652666277654,Mid-Career Balanced Families
308,62,126752,13891,5,25,1,0,0.32,91.0,-5.7,14.7,0.0,1,1.7994105587226659,0.2662268206481168,Mid-Career Balanced Families
309,56,246233,71770,4,22,0,0,0.12,92.7,-6.5,13.8,0.0,2,-0.9346540777161223,2.49116731523722,Pre-Retiree Conservatives
310,40,117798,32959,4,17,1,0,0.24,95.0,-6.2,11.2,0.0,1,0.7757391049684331,-0.150269150392088,Mid-Career Balanced Families
311,69,75463,215581,5,11,1,1,0.24,75.2,11.8,13.0,0.0,3,2.568877632844312,1.032232990684774,High-Net-Worth Diversifiers
312,37,187918,98132,3,25,0,0,0.32,95.0,-15.0,20.0,0.0,2,-1.0829386819632207,0.7277655491923481,Pre-Retiree Conservatives
313,24,204504,344953,2,5,1,0,0.32,68.2,26.2,5.6,0.0,1,-0.7950058737621131,-0.3709915340458176,Mid-Career Balanced Families
314,41,206517,142800,2,21,0,0,0.24,87.5,0.5,12.0,0.0,2,-1.7195024326279214,1.322610519833123,Pre-Retiree Conservatives
315,45,42425,25455,4,26,0,0,0.12,95.0,-15.0,20.0,0.0,2,-0.32664973136852987,0.4012946188535049,Pre-Retiree Conservatives
316,54,23206,26907,4,16,0,0,0.12,95.0,-7.3,12.3,0.0,4,-0.2798446306789909,0.16867397407362608,Retired Income Seekers
317,45,40650,161577,2,21,1,0,0.37,76.0,6.6,17.4,0.0,1,0.5277920868873737,-1.1099277411359885,Mid-Career Balanced Families
318,73,97982,64514,3,32,0,0,0.24,89.2,0.5,10.3,0.0,2,-0.1917081577447606,1.3340271873665008,Pre-Retiree Conservatives
319,32,66930,85891,3,4,1,0,0.37,81.3,5.0,13.7,0.0,1,0.38763091257087645,-1.7053886163474568,Mid-Career Balanced Families
320,70,51816,501871,3,38,1,0,0.24,77.7,8.0,7.1,7.2,1,1.264993131166139,0.41971457675494894,Mid-Career Balanced Families
321,29,88639,404674,4,8,0,0,0.37,95.0,-9.4,14.4,0.0,4,-0.7507044514369222,-1.3403916648709087,Retired Income Seekers
322,57,21384,1407436,3,9,0,0,0.22,62.8,25.6,11.6,0.0,4,-1.056547135808973,-0.9574932491064518,Retired Income Seekers
323,59,66093,111345,5,17,1,1,0.12,75.4,10.0,14.6,0.0,3,2.3692292544982774,1.4399494189860356,High-Net-Worth Diversifiers
324,61,130995,75404,3,13,1,0,0.12,67.0,26.3,6.7,0.0,1,0.3683924933053543,0.9978270736269466,Mid-Career Balanced Families
325,41,87949,268827,4,9,0,1,0.22,77.6,13.0,9.4,0.0,3,0.1695336968576539,0.9121769950714973,High-Net-Worth Diversifiers
326,56,97174,83037,5,6,0,1,0.32,79.3,0.7,20.0,0.0,3,0.9852030346422265,0.8427265394815554,High-Net-Worth Diversifiers
327,69,183168,86364,5,27,0,1,0.22,74.8,5.2,20.0,0.0,3,1.0780844089178494,3.008098313561456,High-Net-Worth Diversifiers
328,46,57165,127704,1,37,0,1,0.12,59.1,26.9,4.1,9.9,3,-0.5595898661142695,2.292629647736882,High-Net-Worth Diversifiers
329,56,37904,1182686,2,39,0,1,0.24,67.4,17.6,11.1,3.9,3,-0.027944952304281945,1.3013780362771037,High-Net-Worth Diversifiers
330,46,137676,378798,3,24,0,0,0.37,95.0,-10.5,15.5,0.0,2,-0.7883599730982976,0.09359389225183387,Pre-Retiree Conservatives
331,50,135914,429589,3,9,0,0,0.12,74.4,13.9,8.1,3.6,4,-1.40759653729279,0.8576221978205993,Retired Income Seekers
332,39,88504,1120656,3,11,0,0,0.22,87.9,3.1,9.0,0.0,4,-1.4530170154755107,-0.580198843101122,Retired Income Seekers
333,67,53516,480719,5,35,1,0,0.24,92.9,-12.9,20.0,0.0,1,2.007802661953152,0.10734856860470549,Mid-Career Balanced Families
334,39,59931,41869,2,29,1,0,0.12,80.5,14.8,4.7,0.0,1,0.11215199439913238,0.31293745115543026,Mid-Career Balanced Families
335,23,24495,472058,3,8,0,0,0.22,95.0,-3.1,8.1,0.0,4,-1.3240820168023286,-1.3744808845547292,Retired Income Seekers
336,56,130491,549687,2,17,1,0,0.12,63.6,24.1,5.9,6.4,1,-0.22503874896498866,0.8491440471152095,Mid-Career Balanced Families
337,37,127306,355840,4,7,0,1,0.22,80.2,5.9,13.9,0.0,3,-0.09460396023689462,1.092870287844674,High-Net-Worth Diversifiers
338,62,23904,128729,5,12,1,0,0.22,86.1,3.8,10.1,0.0,1,1.7309893359732682,-0.6784256430708556,Mid-Career Balanced Families
339,57,109901,313513,3,15,1,0,0.12,84.7,1.4,13.9,0.0,1,0.3291137087213091,0.6412638364225376,Mid-Career Balanced Families
340,54,79449,158849,2,29,1,0,0.24,76.5,15.4,6.9,1.2,1,0.4537703720665022,0.28556874350023986,Mid-Career Balanced Families
341,25,29278,50326,4,24,0,0,0.12,95.0,-8.4,13.4,0.0,2,-0.6493974343342742,-0.2909232297967671,Pre-Retiree Conservatives
342,54,25739,67808,4,37,1,1,0.12,84.7,1.7,13.6,0.0,3,2.354175568090752,1.5877344269086116,High-Net-Worth Diversifiers
343,35,77764,378687,3,14,0,0,0.24,86.0,-1.7,15.7,0.0,4,-1.14738080178548,-0.4475685134585838,Retired Income Seekers
344,42,45324,54886,4,11,0,0,0.12,88.9,-2.2,13.3,0.0,4,-0.6449360597895444,-0.07027028495947919,Retired Income Seekers
345,69,214049,61459,5,35,0,0,0.37,95.0,-6.9,11.9,0.0,2,0.4530731567548429,1.6645352307270889,Pre-Retiree Conservatives
346,41,116636,401941,3,17,1,0,0.37,87.4,3.8,8.8,0.0,1,0.47215390829880477,-0.7956660445856509,Mid-Career Balanced Families
347,29,83415,191098,3,27,1,0,0.37,95.0,-15.0,20.0,0.0,1,0.6284408726213673,-1.0420833066317092,Mid-Career Balanced Families
348,28,86349,325341,2,3,0,0,0.22,77.2,4.9,17.9,0.0,4,-1.9104525756421238,-0.6375186359068754,Retired Income Seekers
349,24,151995,37241,3,2,1,0,0.32,87.5,4.3,8.2,0.0,1,-0.13920594764738256,-0.9029477392903588,Mid-Career Balanced Families
350,38,108289,314681,3,4,0,0,0.12,78.9,8.7,12.4,0.0,4,-1.5523430993410774,0.2097776500466448,Retired Income Seekers
351,54,84951,73715,3,18,0,1,0.32,72.2,16.9,9.3,1.6,3,0.35703434738811896,1.1899286392277209,High-Net-Worth Diversifiers
352,69,30146,48037,1,20,1,0,0.37,58.7,30.7,5.1,5.5,1,0.5575340869171708,-0.49399860283315505,Mid-Career Balanced Families
353,33,510610,88750,2,21,0,0,0.24,83.4,11.3,4.3,1.0,2,-2.884682084909956,4.050069581709589,Pre-Retiree Conservatives
354,72,27660,834408,2,14,0,0,0.37,50.8,38.4,10.8,0.0,4,-0.7228119928934676,-0.6992525715654205,Retired Income Seekers
355,43,48108,105098,3,8,0,0,0.12,83.4,-3.3,19.9,0.0,4,-1.1252428202372367,-0.033372963241964274,Retired Income Seekers
356,43,18801,2284525,3,2,1,1,0.32,55.0,36.8,8.2,0.0,0,0.7890687755177833,-1.5357313284740324,Young Aggressive Accumulators
357,67,87304,13703,3,26,0,0,0.32,66.3,15.7,18.0,0.0,2,-0.19960198576190522,0.5844335230767252,Pre-Retiree Conservatives
358,51,66554,25449,3,19,1,1,0.22,62.6,24.1,12.6,0.7,3,1.6284165738790537,1.0737761953401246,High-Net-Worth Diversifiers
359,59,102302,797328,3,28,0,0,0.24,83.7,9.7,6.6,0.0,2,-0.7486931560414356,0.5773314881956696,Pre-Retiree Conservatives
360,59,17723,1078115,4,29,1,0,0.37,86.8,1.3,11.9,0.0,1,1.500428541608852,-1.3634601812933755,Mid-Career Balanced Families
361,66,130487,57748,3,5,0,0,0.24,65.0,25.8,9.2,0.0,4,-0.8650905351918329,0.7331990248176853,Retired Income Seekers
362,72,34023,176781,5,28,0,0,0.12,87.4,-1.0,13.6,0.0,2,0.5458739516740008,0.8911225776633492,Pre-Retiree Conservatives
363,29,53943,382555,3,26,1,0,0.22,89.9,-9.4,19.5,0.0,1,0.39481537514682336,-0.770253574087387,Mid-Career Balanced Families
364,48,114932,123592,3,5,0,0,0.37,83.1,7.3,7.0,2.6,4,-0.9068069502385662,-0.4757896309720845,Retired Income Seekers
365,48,71889,194821,1,15,0,0,0.12,61.9,21.7,16.4,0.0,4,-1.8802129184627707,0.6501257665208823,Retired Income Seekers
366,55,75535,164904,4,9,0,0,0.24,87.6,-7.6,20.0,0.0,4,-0.40389892395971355,-0.09715168766872194,Retired Income Seekers
367,42,104759,27508,4,32,0,0,0.22,95.0,-4.3,9.3,0.0,2,-0.3227094031618528,0.6386101180846634,Pre-Retiree Conservatives
368,51,80834,107624,5,26,0,0,0.37,95.0,-15.0,20.0,0.0,2,0.4551182749189739,-0.32517288371665104,Pre-Retiree Conservatives
369,54,47156,165187,5,37,1,0,0.24,95.0,-15.0,20.0,0.0,1,1.957058143202468,-0.07837043423527486,Mid-Career Balanced Families
370,49,53288,184194,2,15,1,0,0.37,60.9,25.8,13.3,0.0,1,0.44201248165417306,-1.0638586747887335,Mid-Career Balanced Families
371,68,69446,20402,3,4,0,0,0.22,61.6,21.9,16.5,0.0,4,-0.6590872384391603,0.27962040432461305,Retired Income Seekers
372,54,31987,402090,3,36,0,0,0.22,86.9,-2.1,15.2,0.0,2,-0.35472560889678023,0.2715182501791407,Pre-Retiree Conservatives
373,26,120235,190116,3,20,0,0,0.24,93.9,-7.5,13.6,0.0,2,-1.2781295306129912,-0.01615539352177457,Pre-Retiree Conservatives
